Feature Name,Target,Diameter,Center Latitude,Center          Longitude,Feature Type,Approval Date,Origin
La Paz,Mars,1.39,21.05,310.97,"Crater, craters",1979,Mexican port.
Lapri,Mars,3.01,20.32,107.49,"Crater, craters",1988,Town in Russia.
Lar,Mars,6.85,-25.83,330.90,"Crater, craters",1979,Town in Iran.
Lassell,Mars,85.60,-20.61,297.54,"Crater, craters",1973,William; British astronomer (1799-1880).
Lasswitz,Mars,108.03,-9.31,138.31,"Crater, craters",1976,Kurd; German author (1848-1910).
Lau,Mars,106.92,-74.30,252.52,"Crater, craters",1973,Hans E.; Danish astronomer (1879-1918).
Laylá,Mars,19.36,-61.11,107.12,"Crater, craters","Apr 16, 2007",Town in Saudi Arabia.
Layl Cavus,Mars,48.40,-10.40,261.40,"Cavus, cavi","Nov 06, 2017",Arabic word for night.
Lebu,Mars,19.34,-20.29,340.53,"Crater, craters",1976,Town in Chile.
Lederberg,Mars,87.25,13.01,314.08,"Crater, craters","Jul 20, 2012",Joshua; American molecular biologist (1925-2008).
Leighton,Mars,65.94,3.08,57.75,"Crater, craters","Oct 27, 2009",Robert B.; American physicist (1919-1997).
Leleque,Mars,8.43,36.46,138.17,"Crater, craters",1991,Town in Argentina.
Lemgo,Mars,15.73,-42.50,325.21,"Crater, craters",1976,Town in Germany.
Lemuria,Mars,0.00,69.78,160.00,Albedo Feature,1958,Designation of purported drowned continent south of India; also relates to lemur monkeys found on Madagascar and Sunda Islands.
Lendringsen,Mars,21.00,-42.42,24.21,"Crater, craters","Feb 03, 2025",Town in Germany.
Lenya,Mars,14.96,-26.72,253.20,"Crater, craters",1991,Town in Burma.
Leoben,Mars,15.00,-10.38,87.44,"Crater, craters","Apr 07, 2023",Town in Austria.
Lethe Vallis,Mars,236.65,3.16,154.97,"Vallis, valles",2006,"River in Katmai National Monument, Alaska, USA."
Leuk,Mars,3.44,23.91,304.99,"Crater, craters",1988,Town in Switzerland.
Le Verrier,Mars,137.55,-37.71,17.10,"Crater, craters",1973,Urbain J.; French astronomer (1811-1877).
Lexington,Mars,5.17,21.81,311.37,"Crater, craters",1979,American colonial town (Massachusetts).
Liais,Mars,122.78,-75.30,106.93,"Crater, craters",1973,Emmanuel; French astronomer (1826-1900).
Liberta,Mars,25.11,35.23,304.55,"Crater, craters","Nov 26, 2012",Town in Antigua and Barbuda.
Libertad,Mars,31.19,23.06,330.59,"Crater, craters",1976,Town in Venezuela.
Libya,Mars,0.00,0.00,90.00,Albedo Feature,1958,Area from W. Egypt to greater Syrtis.
Libya Montes,Mars,1043.63,1.44,88.23,"Mons, montes",1979,Classical albedo feature name.
Licus Vallis,Mars,240.00,-3.05,126.35,"Vallis, valles",1982,"Ancient name for modern Lech River, France."
Li Fan,Mars,105.58,-46.88,206.94,"Crater, craters",1973,Chinese astronomer (c. A.D. 85).
Límni,Mars,10.00,4.69,3.08,"Crater, craters","Aug 22, 2022",Town in Greece.
Linpu,Mars,18.16,18.14,113.21,"Crater, craters",1976,Town in China (Chekiang).
Lins,Mars,6.17,15.76,330.20,"Crater, craters",1976,Town in Brazil.
Lipany,Mars,50.10,-0.22,79.67,"Crater, craters","Jun 13, 2011",Town in Slovakia.
Lipik,Mars,48.95,-38.41,111.61,"Crater, craters","Feb 12, 2009",Town in Croatia.
Liris Valles,Mars,596.24,-10.50,58.25,"Vallis, valles",1985,"Ancient name for modern Liri River, Italy."
Lisboa,Mars,1.17,21.24,312.41,"Crater, craters",1979,Portuguese port.
Lismore,Mars,9.34,27.04,318.35,"Crater, craters","Sep 14, 2006",Town in Ireland.
Littleton,Mars,7.35,15.70,107.14,"Crater, craters",1988,"Town in Maine, USA."
Liu Hsin,Mars,134.51,-53.20,188.45,"Crater, craters",1973,Chinese astronomer (d. A.D. 22).
Livny,Mars,9.29,-27.16,330.88,"Crater, craters",1976,Town in Russia.
Llanesco,Mars,29.40,-28.18,258.89,"Crater, craters",1991,"Probably named for Llanes, a town in Spain."
Lobo Vallis,Mars,80.00,26.82,298.83,"Vallis, valles",1988,Modern river in Ivory Coast.
Locana,Mars,6.64,-3.39,321.91,"Crater, craters",1976,Town in Italy.
Lockyer,Mars,71.35,27.84,160.51,"Crater, craters",1973,Joseph N.; British astronomer (1836-1920).
Locras Valles,Mars,351.32,8.84,48.26,"Vallis, valles",1979,Ancient name for river on Corsica.
Lod,Mars,7.60,20.98,328.46,"Crater, craters",1976,Town in Israel.
Lodwar,Mars,15.01,-55.09,316.68,"Crater, craters",1991,Town in Kenya.
Lohse,Mars,151.01,-43.24,343.31,"Crater, craters",1973,Oswald; German astronomer (1845-1915).
Loire Valles,Mars,790.00,-17.69,342.97,"Vallis, valles",1982,Modern river in France.
Loja,Mars,9.90,41.22,136.21,"Crater, craters",1979,Town in Ecuador.
Lomela,Mars,11.16,-81.65,303.81,"Crater, craters",1991,Town in Zaire.
Lomonosov,Mars,130.53,65.04,350.76,"Crater, craters",1973,"Mikhail Vasilievich; Russian poet, scientist, and grammarian (1711-1765)."
Lonar,Mars,11.07,72.99,38.29,"Crater, craters","Apr 16, 2007",Town in India.
Longa,Mars,10.97,-20.67,334.06,"Crater, craters",1976,Town in Angola.
Longboh,Mars,2.00,31.32,95.10,"Crater, craters","Oct 20, 2021",Town in Indonesia.
Longwood,Mars,43.00,-25.88,199.46,"Crater, craters","Mar 25, 2024",Village in Saint Helena Island.
Loon,Mars,7.71,-18.84,113.45,"Crater, craters",1991,"Town in Ontario, Canada."
López,Mars,85.00,-14.57,98.04,"Crater, craters","Oct 07, 2014",Epidio López; Mexican astronomer and author (1879-1965).
Lorica,Mars,58.49,-19.83,331.67,"Crater, craters",1976,Town in Colombia.
Los,Mars,8.05,-35.08,283.77,"Crater, craters",1979,Town in Sweden.
Lota,Mars,14.68,46.32,348.20,"Crater, craters",1976,Town in Chile.
Loto,Mars,22.14,-21.88,337.56,"Crater, craters",1976,Town in Zaire.
Louros Valles,Mars,516.14,-8.41,278.23,"Vallis, valles",1982,Modern river in Greece.
Louth,Mars,36.29,70.19,103.24,"Crater, craters","Feb 07, 2007",Town in Ireland.
Lowbury,Mars,17.18,42.41,267.08,"Crater, craters",1991,"Named for a town in New Zealand, probably Lowburn incorrectly recorded as Lowbury."
Lowell,Mars,202.22,-51.96,278.50,"Crater, craters",1973,Percival; American astronomer (1855-1916).
Luba,Mars,38.33,-18.26,323.00,"Crater, craters","May 31, 2013",Town in the Republic of Equatorial Guinea.
Lucaya,Mars,34.21,-11.55,51.91,"Crater, craters","Jan 30, 2013",Town in the Commonwealth of the Bahamas.
Luck,Mars,7.75,17.26,323.09,"Crater, craters",1976,"Town in Wisconsin, USA."
Lucus Planum,Mars,899.87,-4.99,182.83,"Planum, plana",1997,Albedo feature name.
Luga,Mars,44.56,-44.25,312.58,"Crater, craters",1976,Town in Russia.
Lukeqin,Mars,0.70,24.83,110.13,"Crater, craters","Dec 03, 2021",Town in China.
Luki,Mars,20.80,-29.53,322.63,"Crater, craters",1979,Town in Ukraine.
Lunae Mensa,Mars,114.75,23.91,297.50,"Mensa, mensae",1988,Albedo feature name.
Lunae Palus,Mars,0.00,14.83,295.00,Albedo Feature,1958,"Roman Moon goddess Luna; “;Luna's Swamp,“; or African Lunae Mountains where Nile was thought to originate."
Lunae Planum,Mars,1817.66,10.79,294.49,"Planum, plana",1973,Classical albedo feature name.
Luqa,Mars,17.14,-18.23,131.82,"Crater, craters","Mar 04, 2010",Town in Malta.
Lutsk,Mars,4.85,38.70,356.91,"Crater, craters",1976,Town in Ukraine.
Luwuk,Mars,6.00,-38.02,183.92,"Crater, craters","Mar 23, 2022",Town in Indonesia.
Luzin,Mars,101.04,27.06,31.28,"Crater, craters",1976,N. N.; Russian mathematician (1883-1950).
Lycus Sulci,Mars,1350.61,28.14,215.53,"Sulcus, sulci",1976,Classical albedo feature name.
Lydda,Mars,33.83,24.42,328.05,"Crater, craters",1997,Town in Israel.
Lyell,Mars,121.83,-69.91,344.53,"Crater, craters",1973,Charles; British geologist (1797-1875).
Lyot,Mars,221.53,50.47,29.34,"Crater, craters",1973,Bernard; French astronomer (1897-1952).
Ma'adim Vallis,Mars,913.11,-21.98,177.50,"Vallis, valles",1973,Word for “;Mars“; in Hebrew.
Mädler,Mars,124.16,-10.65,2.77,"Crater, craters",1973,Johann H. von; German astronomer (1794-1874).
Madrid,Mars,3.80,48.45,135.44,"Crater, craters",1979,Spanish tracking site.
Mad Vallis,Mars,537.37,-56.27,76.47,"Vallis, valles",1994,"Modern river, Vermont, USA."
Mafra,Mars,13.35,-44.02,306.85,"Crater, craters",1976,Town in Brazil.
Magadi,Mars,50.79,-34.52,313.93,"Crater, craters",1979,Town in Kenya.
Magelhaens,Mars,103.80,-32.36,185.42,"Crater, craters",1976,Fernao de; Portuguese navigator (1480-1521).
Maggini,Mars,139.06,27.78,9.50,"Crater, craters",1973,Mentore; Italian astronomer (1890-1941).
Mago,Mars,2.74,15.92,105.36,"Crater, craters",1988,Town in Russia.
Magong,Mars,46.56,11.89,313.31,"Crater, craters","Apr 09, 2014",Town in Taiwan (also spelled Makung).
Maidstone,Mars,9.39,-41.56,305.78,"Crater, craters",1976,Town in England.
Main,Mars,110.99,-76.54,49.01,"Crater, craters",1973,Robert; British astronomer (1808-1878).
Maja Valles,Mars,1515.00,10.23,301.62,"Vallis, valles",1979,Nepali word for “;Mars“;.
Maji,Mars,0.28,25.04,109.91,"Crater, craters","Dec 03, 2021",Town in China.
Majuro,Mars,43.43,-33.26,84.33,"Crater, craters","Nov 28, 2011",Capital of the Republic of the Marshall Islands.
Makhambet,Mars,15.85,28.43,319.53,"Crater, craters","Sep 14, 2006",Town in Kazakhstan.
Malam Cavus,Mars,48.00,-11.20,261.90,"Cavus, cavi","Nov 06, 2017",Indonesian word for night.
Malea Patera,Mars,241.61,-63.54,51.59,"Patera, paterae",2003,Classical albedo feature name.
Malea Planum,Mars,872.47,-65.82,62.94,"Planum, plana",1985,"From albedo feature at 60S, 290W."
Malino,Mars,16.00,18.00,335.28,"Crater, craters","Feb 10, 2020",Town in Indonesia.
Mambali,Mars,31.00,-23.51,27.03,"Crater, craters","Sep 06, 2016",Town in Tanzania.
Mamers Valles,Mars,1020.00,40.65,17.94,"Vallis, valles",1976,Word for “;Mars“; in Oscan.
Manah,Mars,9.90,-4.66,326.39,"Crater, craters",1976,Town in Oman.
Mandora,Mars,55.94,12.22,306.37,"Crater, craters",1988,Town in Australia.
Mangala Fossa,Mars,695.00,-17.27,214.12,"Fossa, fossae",1991,Named for nearby valles.
Mangala Valles,Mars,900.00,-11.32,208.61,"Vallis, valles",1973,Word for “;Mars“; in Sanskrit.
Manti,Mars,15.64,-3.58,322.43,"Crater, craters",1976,"Town in Utah, USA."
Manzī,Mars,7.52,-22.15,332.53,"Crater, craters",1976,Town in Burma.
Maraldi,Mars,118.24,-61.92,328.04,"Crater, craters",1973,Giacomo F.; French astronomer (1665-1729).
Marbach,Mars,24.74,17.65,111.03,"Crater, craters",1976,Town in Switzerland.
Marca,Mars,78.35,-9.98,201.85,"Crater, craters",1985,Village in Peru.
Mare Acidalium,Mars,0.00,44.66,330.00,Albedo Feature,1958,Name for Acidalian (Venusian) fountain in Boeotia where the Graces bathed.
Mare Australe,Mars,0.00,-59.71,350.00,Albedo Feature,1958,“;South Sea“;
Mare Boreum,Mars,0.00,59.71,180.00,Albedo Feature,1958,“;North Sea“;
Mare Chronium,Mars,0.00,-57.70,150.00,Albedo Feature,1958,"“;Cronian Sea“;, northern part of World Sea where eternal dead calm, dangerous to ships, prevailed."
Mare Cimmerium,Mars,0.00,-19.78,140.00,Albedo Feature,1958,Cimmerians were ancient Thracian seafarers; “;far western sea“; (Homer).
Mare Erythraeum,Mars,0.00,-24.74,320.00,Albedo Feature,1958,Indian Ocean.
Mare Hadriacum,Mars,0.00,-39.67,90.00,Albedo Feature,1958,Adriatic Sea.
Mareotis Fossae,Mars,1907.94,44.34,283.88,"Fossa, fossae",1973,"From albedo feature at 32N, 96W."
Mare Serpentis,Mars,0.00,-29.71,40.00,Albedo Feature,1958,Named for Constellation Serpens (the snake).
Mare Sirenum,Mars,0.00,-29.71,205.00,Albedo Feature,1958,“;Sea of the Sirens.“;
Mare Tyrrhenum,Mars,0.00,-19.78,105.00,Albedo Feature,1958,"Tyrrhenian Sea, between Italy and Sicily."
Margaritifer Chaos,Mars,383.67,-9.30,338.30,"Chaos, chaoses",1976,Classical albedo feature name.
Margaritifer Sinus,Mars,0.00,-9.88,335.00,Albedo Feature,1958,"“;Pearl Bay,“; after Pearl Coast, South India."
Margaritifer Terra,Mars,2733.22,-1.85,335.08,"Terra, terrae",1979,Classical albedo feature name.
Margulis,Mars,180.00,-23.16,8.49,"Crater, craters","Apr 21, 2021",Lynn; evolutionary biologist (1938-2011).
Mari,Mars,37.05,-52.01,314.12,"Crater, craters",1991,Ruined city in Syria.
Maricourt,Mars,9.90,53.34,288.83,"Crater, craters","Apr 16, 2007",Town in Canada.
Marikh Vallis,Mars,1147.22,-19.16,4.32,"Vallis, valles","Aug 20, 2007",Malaysian word for Mars.
Mariner,Mars,156.58,-34.68,195.76,"Crater, craters",1967,Named for Mariner IV spacecraft.
Marsabit,Mars,40.00,12.03,338.97,"Crater, craters","Jan 06, 2023",Town in Kenya.
Marte Vallis,Mars,231.43,14.08,182.90,"Vallis, valles",1994,Spanish word for “;Mars“;.
Marth,Mars,96.69,12.94,356.55,"Crater, craters",1973,Albert; German astronomer (1828-1897).
Martin,Mars,61.11,-21.34,290.75,"Crater, craters","Sep 14, 2006","James S., Jr.; American engineer (1920-2002)."
Martynov,Mars,61.13,-30.36,323.59,"Crater, craters","Jul 15, 2013",Dmitry Yakovlevich; Russian astronomer (1906-1989).
Martz,Mars,92.74,-34.91,144.18,"Crater, craters",1973,Edwin P.; American physicist (1916-1967).
Marysville,Mars,1.85,18.13,77.18,"Crater, craters","Jan 17, 2020","Town in California, USA."
Mastung,Mars,2.30,31.40,95.95,"Crater, craters","Oct 20, 2021",Town in Pakistan.
Masursky,Mars,115.34,12.07,327.69,"Crater, craters",1997,Harold; American astrogeologist (1922-1990).
Matara,Mars,48.84,-49.61,34.59,"Crater, craters","Nov 30, 2009",Town in Sri Lanka.
Matrona Vallis,Mars,61.28,-7.66,176.19,"Vallis, valles",1985,"Classical name for present Marne River, France."
Maumee Valles,Mars,390.00,19.51,307.15,"Vallis, valles",1976,"North American river (Indiana, Ohio)."
Maunder,Mars,90.84,-49.60,1.75,"Crater, craters",1973,Edward W.; British astronomer (1851-1928).
Maur,Mars,3.00,54.56,305.88,"Crater, craters","Mar 23, 2022",Town in India.
Mawrth Vallis,Mars,634.63,22.43,343.03,"Vallis, valles",1979,Welsh word for “;Mars“;.
Mazamba,Mars,52.30,-27.53,290.33,"Crater, craters","Sep 14, 2006",Town in Mozambique.
McCauley,Mars,90.00,-27.35,83.23,"Crater, craters","Jun 01, 2018",John “Jack”; American geologist (1932-2012).
McLaughlin,Mars,90.92,21.90,337.63,"Crater, craters",1973,Dean B.; American astronomer (1901-1965).
McMurdo,Mars,26.90,-84.38,0.59,"Crater, craters",2000,American station in Antarctica.
Medrissa,Mars,19.52,18.64,303.43,"Crater, craters",1988,Town in Algeria.
Medusae Fossae,Mars,278.52,-2.17,195.80,"Fossa, fossae",1973,Classical albedo feature name.
Medusae Sulci,Mars,191.52,-5.04,200.30,"Sulcus, sulci",1985,Albedo feature name.
Mega,Mars,16.95,-1.43,323.10,"Crater, craters",1976,Town in Ethiopia.
Meget,Mars,4.59,18.86,107.31,"Crater, craters",1988,Town in Russia.
Melas Chasma,Mars,563.52,-10.52,287.46,"Chasma, chasmata",1973,Classical albedo feature name.
Melas Dorsa,Mars,486.81,-18.92,287.90,"Dorsum, dorsa",1976,Classical albedo feature name.
Melas Fossae,Mars,568.18,-26.28,288.48,"Fossa, fossae",1985,Classical albedo feature name.
Melas Labes,Mars,107.24,-8.53,288.30,"Labes, labēs",1985,"From albedo feature at 10S, 74W."
Melas Mensa,Mars,245.00,-10.72,285.85,"Mensa, mensae","Nov 23, 2015","Classical martian albedo feature, Melas."
Mellish,Mars,104.95,-72.63,336.26,"Crater, craters",1994,John E.; American amateur astronomer (1886-1970).
Mellit,Mars,22.53,7.12,358.27,"Crater, craters","Jan 18, 2008",Town in Sudan.
Melosh,Mars,98.00,2.44,344.03,"Crater, craters","Oct 23, 2024",H. Jay; American geophysicist specializing in impact cratering (1947-2020).
Memnonia,Mars,0.00,-19.78,210.00,Albedo Feature,1958,"Land of Memnon, King of Ethiopia."
Memnonia Fossae,Mars,1585.28,-23.63,206.18,"Fossa, fossae",1973,Classical albedo feature name.
Memnonia Sulci,Mars,452.66,-7.16,184.17,"Sulcus, sulci",1985,Albedo feature name.
Mena,Mars,29.91,-32.11,341.24,"Crater, craters",1979,Town in Russia.
Mendel,Mars,77.32,-58.78,161.25,"Crater, craters",1973,Gregor J.; Austrian biologist (1822-1884).
Mendota,Mars,8.86,35.83,138.33,"Crater, craters",1991,"town in Illinois, USA."
Meridiani Planum,Mars,1058.53,-0.04,356.86,"Planum, plana",2003,Classical albedo feature name.
Meridiani Serpentes,Mars,95.00,1.30,8.10,"Serpens, serpentes","Mar 07, 2019",Classical albedo feature name.
Meroe,Mars,0.00,34.68,75.00,Albedo Feature,1958,Ethiopian island on Nile; now Atbar.
Meroe Patera,Mars,52.60,6.98,68.77,"Patera, paterae",1982,Classical albedo feature name.
Micoud,Mars,51.85,50.56,16.34,"Crater, craters","Nov 02, 2011",Town in Saint Lucia.
Mie,Mars,100.91,48.16,139.65,"Crater, craters",1973,Gustav; German physicist (1868-1957).
Mikumi,Mars,16.12,2.47,359.96,"Crater, craters","Aug 13, 2021",Town in Tanzania.
Mila,Mars,10.87,-27.16,339.25,"Crater, craters",1976,Town in Algeria.
Milanković,Mars,113.51,54.46,213.42,"Crater, craters",1973,"Milutin; Yugoslav geophysicist, astrophysicist (1879-1958)."
Milford,Mars,24.97,-52.41,318.51,"Crater, craters",1991,"Town in Utah, USA."
Millman,Mars,73.84,-53.95,210.36,"Crater, craters",1994,Peter; Canadian astronomer (1906-1990).
Millochau,Mars,112.89,-21.19,85.10,"Crater, craters",1973,Gaston; French astronomer (b. 1866).
Milna,Mars,27.48,-23.46,347.76,"Crater, craters","Aug 12, 2010",Town in the Republic of Croatia.
Minami,Mars,80.00,-37.49,33.17,"Crater, craters","Feb 03, 2025",Masatsugu; Japanese physicist and astronomer who observed Martian dust storms (1938-2019).
Minio Vallis,Mars,90.00,-4.38,208.33,"Vallis, valles",1985,Classical name for river in Italy.
Mirissa,Mars,30.00,-4.15,79.05,"Crater, craters","May 18, 2022",Town in Sri Lanka.
Mirtos,Mars,6.38,22.12,308.24,"Crater, craters",1988,Town in Greece (Crete).
[Misk],Mars,10.00,-0.89,324.50,"Crater, craters",1976,Town in Turkey. Name dropped because crater cannot be located on imagery.
Mistretta,Mars,16.56,-24.68,250.87,"Crater, craters",1991,Town in Sicily.
Mitchel,Mars,135.90,-67.53,76.01,"Crater, craters",1973,Ormsby M.; American astronomer (1809-1862).
Miyamoto,Mars,145.21,-2.87,353.05,"Crater, craters","Dec 18, 2007",Shotaro; Japanese astronomer (1912-1992).
Mliba,Mars,11.85,-39.61,87.98,"Crater, craters",1991,Town in Swaziland.
Moab,Mars,0.00,19.78,10.00,Albedo Feature,1958,Biblical town bordering Edom.
Moanda,Mars,38.88,-35.93,320.05,"Crater, craters","Jul 05, 2012",Town in Gabon.
Moa Valles,Mars,265.00,35.62,305.30,"Vallis, valles","Jul 10, 2015",River in Sierra Leone.
Moeris Lacus,Mars,0.00,7.91,90.00,Albedo Feature,1958,“;Moeris Lake;“; Moeris was Egyptian lake in Libyan Desert.
Mohawk,Mars,17.49,42.89,354.65,"Crater, craters",1976,"Town in New York, USA."
Mohe,Mars,0.90,24.77,110.14,"Crater, craters","Dec 03, 2021",Town in China.
Mohe Tholi,Mars,5.97,24.69,110.13,"Tholus, tholi","Dec 03, 2021","Named for nearby crater, Mohe."
Mojave,Mars,57.97,7.48,327.01,"Crater, craters",2006,"Town in California, USA."
Molesworth,Mars,168.87,-27.50,149.27,"Crater, craters",1973,Percy B.; British astronomer (1867-1908).
Moni,Mars,5.44,-47.01,18.77,"Crater, craters","Jun 29, 2015",Village in Cyprus.
Montevallo,Mars,50.42,15.25,305.73,"Crater, craters",1988,"Town in Alabama, USA."
Morava Valles,Mars,364.10,-13.57,335.80,"Vallis, valles","Jul 17, 2008",River in the Czech Republic.
Morella,Mars,76.97,-9.58,308.61,"Crater, craters",2006,Town in Spain.
Moreux,Mars,131.55,41.79,44.54,"Crater, craters",1973,Theophile; French astronomer and meteorologist (1867-1954).
Moroz,Mars,116.30,-23.77,339.43,"Crater, craters","Aug 20, 2007",Vasily Ivanovich; Russian planetary scientist (1931-2004).
Morpheos Rupes,Mars,404.15,-36.00,125.58,"Rupes, rupēs",1982,Classical albedo feature name.
Mosa Vallis,Mars,191.60,-15.09,22.20,"Vallis, valles",1985,Modern river in Western Europe.
Moss,Mars,9.09,19.23,109.49,"Crater, craters",1976,Town in Norway.
Moyo,Mars,48.00,-51.02,20.83,"Crater, craters","Feb 03, 2025",Town in Uganda.
Muara,Mars,3.83,24.32,340.69,"Crater, craters","May 06, 2013",Town in Brunei.
Müller,Mars,120.52,-25.74,127.89,"Crater, craters",1973,"Hermann J.; American geneticist (1890-1967), and Carl H.; German astronomer (1851-1925)."
Munda Vallis,Mars,9.13,-5.37,213.83,"Vallis, valles",1985,"Classical name for river in ancient Lusitania, (modern Mondega River in Portugal)."
Murgoo,Mars,22.64,-23.64,337.55,"Crater, craters",1976,Town in Australia.
Murray,Mars,92.00,-23.29,28.06,"Crater, craters","Sep 06, 2016",Bruce Churchill; American planetary scientist (1931-2013).
Mursan,Mars,11.00,-21.00,209.94,"Crater, craters","Jun 05, 2024","Town in Uttar Pradesh, India."
[Musmar],Mars,0.00,24.54,304.30,"Crater, craters",1988,Small town in Sudan.
Mut,Mars,6.97,22.36,324.24,"Crater, craters",1976,Town in Turkey.
Mutch,Mars,198.81,0.60,304.79,"Crater, craters",1985,"Dr. Thomas A.; American geologist, Viking Lander Imaging Team leader (1931-1980)."
Naar,Mars,11.34,22.91,317.87,"Crater, craters",1976,Town in Egypt.
Naic,Mars,8.68,24.45,107.44,"Crater, craters",1976,Town in the Philippines.
Nain,Mars,6.89,41.47,126.84,"Crater, craters",1979,"Town in Newfoundland, Canada."
Naju,Mars,8.03,44.99,122.86,"Crater, craters",1979,Town in the Republic of Korea.
Nako,Mars,43.00,-29.67,82.93,"Crater, craters","Jun 01, 2018",Town in Burkina Faso.
Naktong Vallis,Mars,669.63,4.89,33.39,"Vallis, valles",1982,Modern name for river in the Republic of Korea.
Nakusp,Mars,7.26,24.73,324.55,"Crater, craters","Sep 14, 2006",Town in British Columbia.
Nan,Mars,2.29,-26.69,340.06,"Crater, craters",1976,Town in Thailand.
Nanedi Valles,Mars,550.00,5.05,311.38,"Vallis, valles",1976,"Word for “;planet“; in Sesotho, national language of Lesotho, Africa."
Nansen,Mars,74.63,-49.92,219.58,"Crater, craters",1967,Fridtjof; Norwegian explorer (1861-1930).
Napo Vallis,Mars,87.50,-25.97,78.03,"Vallis, valles","Oct 12, 2014",River in Ecuador.
Nardo,Mars,25.10,-27.51,327.16,"Crater, craters",1976,Town in Italy.
Naro Vallis,Mars,442.72,-4.00,60.71,"Vallis, valles",1985,"Ancient name for modern Neretva River, Yugoslavia."
Naruko,Mars,4.17,-36.24,198.30,"Crater, craters","Jan 18, 2008",Former town in Japan.
Naryn,Mars,3.94,14.89,123.30,"Crater, craters","Jul 01, 2008",Town in Kyrgyzstan.
Nat Cavus,Mars,40.40,-11.90,263.10,"Cavus, cavi","Nov 06, 2017",Danish word for night.
Naukan,Mars,7.47,21.25,329.42,"Crater, craters",1976,Town in Russia.
Navan,Mars,24.86,-25.89,336.50,"Crater, craters",1976,Town in Ireland.
Navua Valles,Mars,500.00,-33.94,82.68,"Vallis, valles","Jul 27, 2015",River in Fiji.
Nazca,Mars,15.01,-31.63,93.67,"Crater, craters",1991,Town in Peru.
Nectar,Mars,0.00,-27.72,288.00,Albedo Feature,1958,Named for the drink of the gods.
Nectaris Fossae,Mars,623.07,-23.09,302.84,"Fossa, fossae",1985,Classical albedo feature name.
Nectaris Montes,Mars,220.00,-14.64,305.35,"Mons, montes","May 26, 2015","Classical martian albedo feature, Nectaris"
Nectaris Patera,Mars,22.00,-17.33,303.05,"Patera, paterae","Jun 10, 2024","Named for classical albedo feature name, Nectaris."
Negele,Mars,36.93,-35.80,96.00,"Crater, craters",1991,Town in Ethiopia.
Negril,Mars,52.00,20.19,69.43,"Crater, craters","Aug 20, 2015",Town in Jamaica.
Neith Regio,Mars,0.00,37.67,88.00,Albedo Feature,1958,Lower world in Egyptian mythology.
Neive,Mars,2.79,23.18,107.07,"Crater, craters",1988,Town in Italy.
Nema,Mars,14.54,20.70,307.87,"Crater, craters",1976,Town in Russia.
Nen Valles,Mars,203.00,0.64,123.08,"Vallis, valles","Jan 11, 2023","Modern river in Heilongjiang Province, China."
Nepa,Mars,16.16,-24.97,340.33,"Crater, craters",1976,Town in Russia.
Nepenthes,Mars,0.00,19.78,100.00,Albedo Feature,1958,Egyptian drug of forgetfulness.
Nepenthes Mensae,Mars,2176.23,9.19,119.42,"Mensa, mensae",1976,Classical albedo feature name.
[Nepenthes Patera],Mars,25.00,11.86,89.00,"Patera, paterae",1979,Classical albedo feature name; dropped 1979.
Nepenthes Planum,Mars,1650.14,14.01,113.79,"Planum, plana","Jul 01, 2009",Classical albedo feature name.
Nereidum Fretum,Mars,0.00,-44.66,305.00,Albedo Feature,1958,"“;Straits of the Nereids“;, who were sea nymphs."
Nereidum Montes,Mars,1142.58,-37.57,316.79,"Mons, montes",1973,Classical albedo feature name.
Neretva Vallis,Mars,17.00,18.55,77.20,"Vallis, valles","Jan 17, 2020",River in Bosnia and Herzegovina and Croatia.
Nestus Valles,Mars,38.25,-7.03,201.52,"Vallis, valles",1985,Classical name for river in Macedonia (Greece).
Neukum,Mars,102.00,-44.90,28.40,"Crater, craters","Sep 29, 2017",Gerhard; German planetary scientist (1944-2014).
Never,Mars,2.75,23.50,105.77,"Crater, craters",1988,Town in Russia.
Neves,Mars,22.13,-3.39,151.31,"Crater, craters","Jun 03, 2013",Town in the Republic of Sao Tome and Principe.
New Bern,Mars,1.73,21.53,310.85,"Crater, craters",1979,American colonial town (North Carolina).
Newcomb,Mars,254.13,-24.27,1.04,"Crater, craters",1973,Simon; American astronomer (1835-1909).
New Haven,Mars,1.51,22.08,310.74,"Crater, craters",1979,American colonial town (Connecticut).
New Plymouth,Mars,31.54,-15.78,175.87,"Crater, craters",2003,"Town in Idaho, USA."
Newport,Mars,1.97,22.24,311.04,"Crater, craters",1979,American colonial town (Rhode Island).
Newton,Mars,299.94,-40.50,201.97,"Crater, craters",1973,Isaac; British physicist (1643-1727).
Newton Tholus,Mars,80.39,-40.48,194.89,"Tholus, tholi","Aug 18, 2020","Named for nearby crater, Newton."
Nhill,Mars,23.70,-28.68,256.67,"Crater, craters",1991,"Town in Victoria, Australia."
Nia Chaos,Mars,48.00,-6.74,292.62,"Chaos, chaoses","Feb 02, 2017","Classical albedo feature name, Nia."
Nia Fossae,Mars,379.56,-14.73,288.23,"Fossa, fossae",1982,Classical albedo feature name.
Nia Mensa,Mars,95.00,-7.72,292.68,"Mensa, mensae","Apr 17, 2015","Classical albedo feature name, Nia"
Nia Tholus,Mars,34.01,-6.59,285.05,"Tholus, tholi","Mar 11, 2013",Classical albedo feature name.
Nia Vallis,Mars,140.00,-53.53,325.19,"Vallis, valles",1991,Lowell canal name; also classical river name.
