Feature Name,Target,Diameter,Center Latitude,Center          Longitude,Feature Type,Approval Date,Origin
Remarque,Mercury,25.90,84.94,6.46,"Crater, craters","Dec 16, 2013",Erich Maria; German author (1898-1970).
Rembrandt,Mercury,716.00,-32.89,272.13,"Crater, craters","Feb 27, 2009",Rembrandt Harmenszoon van Rijn; Dutch painter (1606-1669).
Renoir,Mercury,220.00,-18.34,52.01,"Crater, craters",1976,Pierre Auguste; French painter (1841-1919).
Repin,Mercury,95.00,-19.12,63.33,"Crater, craters",1976,Ilya Yefimovich; Russian painter (1844-1930).
Resolution Rupes,Mercury,139.00,-63.25,50.66,"Rupes, rupēs",1976,"English; one of Cook's ships, second expedition to Pacific, 1772-75."
Riemenschneider,Mercury,183.00,-52.75,99.95,"Crater, craters",1979,Tilman; German sculptor (c. 1460-1531).
Rikyū,Mercury,22.39,79.91,22.74,"Crater, craters","Jun 18, 2013","Sen no; Japanese tea master, designer of Japanese tea ceremony (1522-1591)."
Rilke,Mercury,82.00,-44.81,12.57,"Crater, craters",1976,Rainer Maria; German poet (1875-1926).
Rimbaud,Mercury,78.00,-63.62,148.90,"Crater, craters",1985,Arthur; French poet (1854-1891).
Rivera,Mercury,40.00,69.29,327.82,"Crater, craters","Apr 30, 2015",Diego; Mexican painter (1886-1957).
Rizal,Mercury,64.00,82.48,146.98,"Crater, craters","Sep 11, 2019","José, Filipino writer (1861 – 1896)."
Rodin,Mercury,230.00,21.72,18.89,"Crater, craters",1976,Auguste; French sculptor (1840-1917).
Roerich,Mercury,111.67,-84.39,58.94,"Crater, craters","Mar 15, 2013",Nicholas; Russian painter (1874-1947).
Rubens,Mercury,158.00,60.58,77.99,"Crater, craters",1979,Peter Paul; Flemish painter (1577-1640).
Rublev,Mercury,129.00,-15.12,157.08,"Crater, craters",1976,Andrey; Russian painter (c. 1370-1430).
Rūdaki,Mercury,124.00,-3.97,51.76,"Crater, craters",1976,Persian poet (c. 859-940/941).
Rude,Mercury,68.00,-33.22,79.29,"Crater, craters",1985,Francois; French sculptor (1784-1855).
Rūmī,Mercury,75.00,-24.20,105.30,"Crater, craters",1985,"Jalal Ad-Din, also Mawlana; Persian poet and Sufi mystic (1207-1273)."
Rustaveli,Mercury,200.00,52.41,277.26,"Crater, craters","Apr 24, 2012",Shota; Georgian poet (c. 1160-1216).
Ruysch,Mercury,64.00,-10.70,265.88,"Crater, craters","Nov 22, 2013",Rachel; Netherland painter (1664-1750).
Sadī,Mercury,66.54,-79.24,51.26,"Crater, craters",1976,Persian poet (c. 1213-1291/1292).
Saikaku,Mercury,64.00,71.96,177.97,"Crater, craters",1979,Ihara; Japanese novelist and poet (1642-1693).
Sanai,Mercury,490.00,-13.37,6.99,"Crater, craters","Jun 23, 2014","Sanai of Ghazna, Abul Majd bin Majdud bin Adam; Persian poet (d. c. 1131)."
Sander,Mercury,47.00,42.43,205.44,"Crater, craters","Apr 08, 2008",August; German photographer (1876-1964).
Santa María Rupes,Mercury,227.00,5.81,20.00,"Rupes, rupēs",1976,"Spanish; Columbus' flagship, first voyage to America, 1492."
Sapkota,Mercury,27.40,86.09,132.79,"Crater, craters","Nov 04, 2015",Mahananda; Nepalese poet (1896-1977).
Sarmiento,Mercury,95.00,-29.27,189.58,"Crater, craters",1979,Domingo Faustino; Argentine writer (1811-1888).
Sarpa Facula,Mercury,39.00,-53.07,30.87,"Facula, faculae","Apr 16, 2019",Sinhalese (Sri Lanka) word for snake.
Savage,Mercury,93.00,-8.59,266.59,"Crater, craters","Nov 22, 2013",Augusta; American sculptor (1892-1962).
Sayat-Nova,Mercury,146.00,-27.98,122.70,"Crater, craters",1979,Aruthin Sayadian; Armenian/Georgian song writer (1712-1795).
Scarlatti,Mercury,132.00,40.70,101.16,"Crater, craters",1979,Domenico (1685-1757) and Alessandro (1660-1725); Italian composers.
Schiaparelli Dorsum,Mercury,374.00,23.26,164.30,"Dorsum, dorsa",1976,Giovanni V.; Italian astronomer (1835-1910).
Schoenberg,Mercury,28.00,-16.06,136.08,"Crater, craters",1976,Arnold; Austrian-American composer (1874-1951).
Schubert,Mercury,190.00,-43.21,54.26,"Crater, craters",1976,Franz S.; Austrian composer (1797-1828).
Scopas,Mercury,83.16,-81.26,185.29,"Crater, craters",1976,Greek sculptor and architect (fl. 4th century B.C.).
Sei,Mercury,137.00,-64.61,88.59,"Crater, craters",1976,Shonagun; Japanese diarist and poet (c. 966-1013).
Selen Rupēs,Mercury,246.00,-8.11,178.92,"Rupes, rupēs","Jan 11, 2023",Turkish; research vessel used mainly in Sea of Marmara since 2010 for high resolution geophysical exploration in shallow waters.
Serp Facula,Mercury,78.00,3.90,309.06,"Facula, faculae","Feb 05, 2025",Word for snake in Catalan.
Seuss,Mercury,64.00,7.65,326.84,"Crater, craters","Apr 24, 2012",Theodor Seuss Geisel; American author and cartoonist (1904-1991).
Shakespeare,Mercury,399.00,48.10,152.25,"Crater, craters",1979,William; English poet and dramatist (1564-1616).
Shelley,Mercury,171.00,-47.69,128.27,"Crater, craters",1979,Percy Bysshe; English poet (1792-1822).
Sher-Gil,Mercury,77.00,-45.26,225.26,"Crater, craters","Nov 20, 2008",Amrita; Indian painter (1913-1941).
Shevchenko,Mercury,143.00,-53.64,46.02,"Crater, craters",1976,Taras Hryhorovych; Ukrainian poet (1814-1861).
Sholem Aleichem,Mercury,196.00,50.92,90.48,"Crater, craters",1979,(Yakov Rabinowitz); Yiddish writer (1859-1916).
Sibelius,Mercury,94.00,-49.50,145.37,"Crater, craters",1985,Jean; Finnish composer (1865-1957).
Sihtu Planitia,Mercury,565.00,-2.82,55.57,"Planitia, planitiae","Mar 14, 2017",Babylonian word for the planet Mercury.
Simonides,Mercury,87.00,-29.13,44.85,"Crater, craters",1985,Greek lyric poet (556-468 B.C.).
Sinan,Mercury,134.00,15.46,30.59,"Crater, craters",1976,Joseph; Turkish architect (1489-1588).
Slang Faculae,Mercury,204.00,24.50,179.30,"Facula, faculae","Apr 02, 2018",Afrikaans word for snake.
Smetana,Mercury,191.00,-48.25,70.17,"Crater, craters",1985,Bedrich; Czechoslovakian composer (1824-1884).
Snorri,Mercury,21.00,-9.17,83.24,"Crater, craters",1976,Sturluson; Icelandic saga writer and poet (1179-1241).
Sobkou Planitia,Mercury,1128.00,39.00,128.02,"Planitia, planitiae",1976,Ancient Egyptian messenger god.
Solitudo Admetei,Mercury,0.00,55.00,90.00,Albedo Feature,1976,Albedo feature; Antoniadi map.
Solitudo Alarum,Mercury,0.00,-15.00,290.00,Albedo Feature,1976,Albedo feature; Antoniadi map.
Solitudo Aphrodites,Mercury,0.00,25.00,290.00,Albedo Feature,1976,Albedo feature; Antoniadi map.
Solitudo Argiphontae,Mercury,0.00,-10.00,335.00,Albedo Feature,1976,Albedo feature; Antoniadi map.
Solitudo Atlantis,Mercury,0.00,-35.00,210.00,Albedo Feature,1976,Albedo feature; Antoniadi map.
Solitudo Criophori,Mercury,0.00,0.00,230.00,Albedo Feature,1976,"Albedo name for H-9, Eminescu region."
Solitudo Helii,Mercury,0.00,-10.00,180.00,Albedo Feature,1976,Albedo feature; Antoniadi map.
Solitudo Hermae Trismegisti,Mercury,0.00,-45.00,45.00,Albedo Feature,1976,"Albedo name for H-11, Discovery region."
Solitudo Horarum,Mercury,0.00,25.00,115.00,Albedo Feature,1976,Albedo feature; Antoniadi map.
Solitudo Iovis,Mercury,0.00,0.00,360.00,Albedo Feature,1976,Albedo feature; Antoniadi map.
Solitudo Lycaonis,Mercury,0.00,0.00,107.00,Albedo Feature,1976,"Albedo name for H-7, Beethoven region."
Solitudo Maiae,Mercury,0.00,-15.00,155.00,Albedo Feature,1976,Albedo feature; Antoniadi map.
Solitudo Martis,Mercury,0.00,-35.00,100.00,Albedo Feature,1976,Albedo feature; Antoniadi map.
Solitudo Neptuni,Mercury,0.00,30.00,150.00,Albedo Feature,1976,Albedo feature; Antoniadi map.
Solitudo Persephones,Mercury,0.00,-41.00,225.00,Albedo Feature,1976,"Albedo name for H-13, Neruda region."
Solitudo Phoenicis,Mercury,0.00,25.00,225.00,Albedo Feature,1976,Albedo feature; Antoniadi map.
Solitudo Promethei,Mercury,0.00,-45.00,142.50,Albedo Feature,1976,"Albedo name for H-12, Michelangelo region."
Sontag,Mercury,41.00,36.59,193.34,"Crater, craters","Aug 13, 2024",Susan; American novelist and essayist (1933 – 2004).
Sophocles,Mercury,142.00,-6.95,146.04,"Crater, craters",1976,Greek dramatist (c. 496-406 B.C.).
Sor Juana,Mercury,102.00,50.51,25.59,"Crater, craters",1979,Ines de la Cruz; Mexican writer (1651-1695).
Sōseki,Mercury,92.00,39.31,38.77,"Crater, craters",1985,Natsume (Kinosaka); Japanese novelist (1867-1916).
Sōtatsu,Mercury,157.00,-48.73,18.17,"Crater, craters",1976,Tawaraya; Japanese artist (1600-1643).
Sousa,Mercury,138.00,46.69,359.37,"Crater, craters","Apr 24, 2012",John Philip; American bandmaster and composer (1854-1932).
Soya Rupes,Mercury,372.00,-6.47,293.37,"Rupes, rupēs","Jun 10, 2019",Japanese; Japan’s first dedicated Antarctic research vessel (polar voyages in 1956-1962).
Spitteler,Mercury,67.00,-69.18,60.26,"Crater, craters",1976,Carl; Swiss epic poet (1845-1924).
Steichen,Mercury,196.00,-12.79,282.96,"Crater, craters","Mar 03, 2010",Edward; American photographer and painter (1879-1973).
Stevenson,Mercury,134.00,2.05,143.88,"Crater, craters","Apr 24, 2012",Robert Louis; Scottish author (1850-1894).
Stieglitz,Mercury,100.00,72.54,292.37,"Crater, craters","Feb 27, 2012",Alfred; American photographer (1864-1946).
Stilbon Planitia,Mercury,1550.00,57.54,209.61,"Planitia, planitiae","Mar 14, 2017",Ancient Greek word for the planet Mercury.
Stoddart,Mercury,155.00,-12.17,85.66,"Crater, craters","Aug 26, 2024",Margaret Olrog; New Zealand painter (1865-1934).
Strauss,Mercury,17.00,70.42,285.53,"Crater, craters","Sep 11, 2019",Strauss family of musicians.
Stravinsky,Mercury,129.00,51.95,78.90,"Crater, craters",1979,Igor Fyodorovich; Russian-born American composer (1882-1971).
Strindberg,Mercury,189.00,53.41,136.67,"Crater, craters",1979,"August; Swedish playwright, novelist, and short-story writer (1849-1912)."
Suge Facula,Mercury,32.00,26.10,300.40,"Facula, faculae","Apr 02, 2018",Basque word for snake.
Suisei Planitia,Mercury,569.00,60.88,147.81,"Planitia, planitiae",1976,Japanese word for the planet Mercury.
Sullivan,Mercury,153.23,-16.19,86.88,"Crater, craters",1976,Louis; American architect (1856-1924).
Sūr Dās,Mercury,131.00,-46.98,93.57,"Crater, craters",1979,Indian poet (1483-1563).
Surikov,Mercury,224.00,-36.98,124.90,"Crater, craters",1979,Vassily; Russian painter (1848-1916).
Sveinsdóttir,Mercury,212.79,-2.83,259.68,"Crater, craters","Apr 08, 2008",Júlíana; Icelandic painter and textile artist (1889-1966).
Takanobu,Mercury,72.00,30.66,108.56,"Crater, craters",1985,Fujiwara; Japanese poet and portrait artist (1142-1205).
Takayoshi,Mercury,136.00,-37.23,163.82,"Crater, craters",1979,Japanese painter (12th century).
Tangaroa Rupes,Mercury,273.00,1.04,173.27,"Rupes, rupēs","Nov 07, 2022","New Zealand; a research vessel and icebreaker that performs marine environmental monitoring, ocean science studies and exploration and engineering activities (2000s)."
Tansen,Mercury,27.00,4.11,71.67,"Crater, craters",1976,Indian (Mogul) composer from the court of Akbar.
Terror Rupes,Mercury,229.62,-72.06,275.69,"Rupes, rupēs","Jun 03, 2013",English; ship of discovery that took part in the Ross Antarctic expedition (1839-1843) and Franklin Arctic expedition (1845).
Thākur,Mercury,111.00,-3.05,64.57,"Crater, craters",1976,"R.; Bengalese poet and novelist (also known as Tagore), Nobel Prize in literature in 1913 (1861-1941)."
Theophanes,Mercury,46.00,-5.02,142.78,"Crater, craters",1976,Byzantine painter (c. 1330-1405).
Thoreau,Mercury,72.00,5.94,132.64,"Crater, craters",1985,Henry David; American poet and philosopher (1817-1862).
Thueban Facula,Mercury,25.00,48.70,200.50,"Facula, faculae","Apr 02, 2018",Arabic word for snake.
Timgad Vallis,Mercury,116.00,60.88,243.56,"Vallis, valles","Apr 30, 2013",Ancient city in Algeria.
Tintoretto,Mercury,94.00,-47.99,22.95,"Crater, craters",1976,Italian painter (1518-1594).
Tir Planitia,Mercury,754.00,-1.04,176.69,"Planitia, planitiae",1976,Persian word for the planet Mercury.
Titian,Mercury,109.00,-3.69,42.53,"Crater, craters",1976,Tiziano Vecellio; Italian Renaissance painter (c. 1488/90-1576).
Tolkien,Mercury,50.00,88.82,211.08,"Crater, craters","Aug 06, 2012",John Ronald Reuel; English author and philologist (1892-1973).
Tolstoj,Mercury,355.00,-16.23,164.64,"Crater, craters",1976,Lev N.; Russian novelist (1828-1910).
To Ngoc Van,Mercury,71.00,52.49,111.70,"Crater, craters","Jul 09, 2009",To Ngoc Van; Vietnamese painter (1906-1954).
Traba,Mercury,61.00,5.56,117.53,"Crater, craters","Feb 07, 2025",Marta; Argentinian-born Colombian writer and art critic (1930-1983).
Travers,Mercury,164.00,-28.00,329.10,"Crater, craters","Oct 19, 2018",Pamela Lyndon (born Helen Lyndon Goff); Australian-born British writer best known for Mary Poppins series of children’s books (1899-1996).
Tricrena,Mercury,0.00,0.00,36.00,Albedo Feature,1976,"Albedo name for H-6, Kuiper region."
Truffaut,Mercury,79.00,13.49,63.21,"Crater, craters","Aug 13, 2024",François; French filmmaker and art critic (1932 – 1984).
Tryggvadóttir,Mercury,31.00,89.55,171.56,"Crater, craters","Aug 06, 2012",Nína (Jónína); Icelandic artist (1913-1968).
Ts'ai Wen-Chi,Mercury,124.00,23.47,23.15,"Crater, craters",1976,Chinese poetess and musician (2nd-3rd century AD).
Ts'ao Chan,Mercury,110.00,-13.31,142.35,"Crater, craters",1976,Chinese writer (c. 1715-1763).
Tsurayuki,Mercury,83.00,-62.99,20.34,"Crater, craters",1976,Ki (Kino); noted Japanese man of letters (c. 945).
Tung Yüan,Mercury,60.46,75.02,62.83,"Crater, craters",1979,Chinese painter (10th century).
Turgenev,Mercury,136.00,65.68,136.26,"Crater, craters",1979,Ivan Sergeyevich; Russian writer (1818-1883).
Turms Planitia,Mercury,622.00,-31.05,350.81,"Planitia, planitiae","Mar 14, 2017",Etruscan messenger god equivalent of Roman god Mercury.
Tyagaraja,Mercury,97.00,3.89,148.90,"Crater, craters",1976,Indian composer (1767-1847).
Ular Facula,Mercury,41.00,-55.10,29.95,"Facula, faculae","Apr 16, 2019",Malay word for snake.
Unity Rupes,Mercury,350.00,27.16,275.20,"Rupes, rupēs","Jan 30, 2016","English vessel which took Edmond Halley to Saint Helena in 1676 to conduct a survey of the stars in the southern hemisphere. While there, Halley observed the 1677 transit of Mercury which enabled him to make one of the earliest calculations to estimate the size of the solar system."
Unkei,Mercury,121.00,-31.79,62.60,"Crater, craters",1976,Japanese sculptor (c. 1148-1223).
Ustad Isa,Mercury,138.00,-31.91,166.11,"Crater, craters",1979,Turkish/Persian architect (17th century).
Utaridi Planitia,Mercury,930.00,-65.50,270.17,"Planitia, planitiae","Mar 14, 2017",Swahili (E. Africa) name for the planet Mercury.
Vālmiki,Mercury,210.00,-23.58,141.41,"Crater, craters",1976,"Sanskrit poet, author of the Ramayala (1st century B.C.)."
Van Dijck,Mercury,101.53,75.80,166.63,"Crater, craters",1979,Anthony; Flemish painter (1599-1641).
Van Eyck,Mercury,271.00,43.22,159.43,"Crater, craters",1979,Jan; Flemish painter (c. 1395-1441).
van Gogh,Mercury,99.00,-76.88,138.68,"Crater, craters",1976,Vincent Willem; Dutch painter (1853-1890).
Varma,Mercury,30.00,80.04,18.97,"Crater, craters","Jun 18, 2013",Raja Ravi; Indian painter (1848-1906).
Vazov,Mercury,33.00,-65.40,212.33,"Crater, craters","Jun 30, 2020","Ivan, Bulgarian poet (1850-1921)."
Vejas Rupes,Mercury,133.00,35.71,162.25,"Rupes, rupēs","Jan 27, 2023",Lithuanian; research vessel deployed in the Baltic Sea during 1992-2010 to study the seasonal dynamics of phytoplankton communities and their development.
Velázquez,Mercury,128.00,37.59,55.43,"Crater, craters",1979,Diego; Spanish painter (1599-1660).
Verdi,Mercury,145.00,64.36,169.71,"Crater, craters",1979,Giuseppe; Italian composer (1813-1901).
Veronese,Mercury,45.00,5.30,55.95,"Crater, craters","Jun 28, 2021",Paolo; Italian Renaissance painter (1528-1588).
Victoria Rupes,Mercury,347.00,52.71,34.16,"Rupes, rupēs",1976,"Spanish; Magellan's and Del Cano's ship, first voyage around the world."
Vieira da Silva,Mercury,274.00,1.54,123.41,"Crater, craters","Dec 16, 2013",Maria Elena; Portuguese-born French painter (1908-1992).
Villa-Lobos,Mercury,67.00,5.27,353.21,"Crater, craters","Sep 25, 2015",Heitor; Brazilian composer (1887-1959).
Vincente,Mercury,108.00,-56.75,142.96,"Crater, craters",1979,Gil; Portuguese dramatist (c. 1465-1537).
Vivaldi,Mercury,213.00,13.76,85.92,"Crater, craters",1976,Antonio; Italian composer (1678-1741).
Vlaminck,Mercury,82.00,28.48,13.51,"Crater, craters",1985,Maurice de; French painter (1876-1958).
Volasiga Rupes,Mercury,830.00,-36.22,146.00,"Rupes, rupēs","Apr 20, 2023","Fiji; research vessel to conduct a hydrographic survey, tides and currents observation, and other surveys in Fiji waters since 2019."
Vonnegut,Mercury,26.61,82.72,249.91,"Crater, craters","Aug 04, 2017",Kurt; American writer (1922-2007).
Vostok Rupes,Mercury,124.00,-37.88,19.60,"Rupes, rupēs",1976,"Russian; Bellingshausen's ship for Antarctic exploration, 1819-21."
Vyāsa,Mercury,297.00,49.79,84.62,"Crater, craters",1979,Indian poet (fl. 1500 B.C.).
Wagner,Mercury,134.00,-68.25,114.78,"Crater, craters",1976,Richard; German composer (1813-1883).
Wang Meng,Mercury,165.00,8.53,104.12,"Crater, craters",1976,Chinese painter (1308-1385).
Warhol,Mercury,91.00,-2.55,6.27,"Crater, craters","Apr 24, 2012","Andy, American artist (1928-1987)."
Waters,Mercury,15.00,-8.96,105.45,"Crater, craters","Dec 19, 2012",McKinley Morganfield (“;Muddy“;); American musician (1915-1983).
Wen Tianxiang,Mercury,166.42,-45.34,191.60,"Crater, craters","Jun 30, 2020",Wen Tianxiang; Chinese writer and poet (1236-1283).
Wergeland,Mercury,42.00,-37.93,56.36,"Crater, craters",1976,Henrik Arnold; Norwegian poet (1808-1845).
We’wha,Mercury,56.00,-42.57,151.32,"Crater, craters","Feb 07, 2025","Zuni (SW USA) potter, textile artist and fiber weaver (c. 1849-1896)."
Whitman,Mercury,64.00,41.40,111.64,"Crater, craters",1985,Walter; American poet (1819-1892).
Wren,Mercury,204.00,24.84,35.95,"Crater, craters",1979,Christopher; English architect (1632-1723).
Wu Shujuan,Mercury,109.00,-70.80,346.73,"Crater, craters","Nov 14, 2024",Chinese painter (1853-1930).
Xiao Zhao,Mercury,24.00,10.58,236.16,"Crater, craters","Apr 08, 2008",Chinese painter (active 1130-1162).
Xuelong Rupes,Mercury,390.00,57.27,182.87,"Rupes, rupēs","Nov 07, 2022",Chinese; a polar research vessel used for Arctic and Antarctic expeditions in the 2010s.
[Yakovlev],Mercury,128.00,-41.30,162.80,"Crater, craters",1979,Crater name changed to Barma.
Yamada,Mercury,17.10,82.54,223.84,"Crater, craters","Nov 04, 2015",Kosaku; Japanese composer and conductor (1886-1965).
Yeats,Mercury,92.00,9.44,35.03,"Crater, craters",1976,William Butler; Irish poet and dramatist (1865-1939).
Yelcho Rupes,Mercury,63.00,23.54,224.11,"Rupes, rupēs","Nov 07, 2022",Chilean; a steam-powered cutter that rescued the crew of the Endurance in the Antarctic in 1916.
Yinshe Facula,Mercury,41.03,-46.32,191.22,"Facula, faculae","Jun 01, 2020",Chinese word for silver snake.
Yoshikawa,Mercury,30.00,81.21,253.97,"Crater, craters","Aug 06, 2012",Hidetsugu (Eiji); Japanese novelist (1892-1962).
Yun Sǒn-Do,Mercury,76.00,-73.49,110.08,"Crater, craters",1976,Korean poet (1587-1671).
Zapiola Rupes,Mercury,89.00,72.36,44.02,"Rupes, rupēs","Dec 02, 2022",Argentinian; ship involved in oceanographic surveys in Southwestern Atlantic; performed 10 oceanographic cruises (1962-1976).
Zarya Rupes,Mercury,128.00,-42.73,20.42,"Rupes, rupēs",1976,"USSR; Motor-sail schooner to study Earth's magnetic field, 1953."
Zeami,Mercury,129.00,-2.96,147.41,"Crater, craters",1976,Motokiyo; Japanese dramatist and playwright (c. 1363-1443).
Zeehaen Rupes,Mercury,164.00,49.64,158.15,"Rupes, rupēs",1976,"Dutch; one of Tasman's ships to explore Australia, New Zealand, 1642-43."
Zmija Facula,Mercury,34.70,-37.35,267.75,"Facula, faculae","Jun 01, 2020",Serbian word for snake.
Zola,Mercury,70.00,49.75,178.25,"Crater, craters",1979,Emile; French novelist (1840-1902).
